EventID,UserName,LogHost,DomainName,Status,Source,AuthenticationPackage,Time,LogonID,ParentProcessName,ParentProcessID,ProcessName,ProcessID,LogonTypeDescription,LogonType,FailureReason,Destination
1,User192342,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,139942,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,125475,0x446bc1d1,,,,,,,,
7,Scanner,Comp305970,Domain001,,,,119178,0x3b27816f,,,,,,,,
4,Scanner,Comp137959,Domain001,,,,139792,0x58afb6,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125377,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
2,User249116,ActiveDirectory,Domain001,,Comp335066,Kerberos,125849,0xc27e4a5,,,,,Network,3.0,,
4,Comp916004$,Comp916004,Domain001,,,,119957,0x1d95c0a61,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125054,,,,,,,,,
2,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,NTLM,119857,0x16aea865,,,,,Network,3.0,,
2,Comp916004$,ActiveDirectory,Domain001,,Comp916004,Kerberos,124779,0x92a44ce,,,,,Network,3.0,,
0,User790535,ActiveDirectory,Domain001,,,,123788,,,,,,,,,
1,Administrator,Comp642263,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119360,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,119741,0x225fb40e8,,,,,,,,
7,Scanner,Comp225335,Domain001,,,,119439,0x24742cd4,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119088,,,,,,,,,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,125891,0x28244,,,Proc813133.exe,0x778,Interactive,2.0,The specified account's password has expired.,
1,Administrator,Comp526659,Domain002,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124270,,,,,,,,,
4,AppService,EnterpriseAppServer,Domain001,,,,140405,0x22715703,,,,,Network,3.0,,
4,Comp916004$,ActiveDirectory,Domain001,,,,124382,0xba3806a,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,123366,0x43b96761,,,,,,,,
6,User478172,Comp201585,Domain001,,,,123495,0x3e7,,,winlogon.exe,0x2ac,,,,Comp457365
6,User927159,Comp581624,Domain001,,,,124513,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
6,Administrator,Comp520997,Domain001,,,,125353,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
6,User927159,Comp581624,Domain001,,,,140118,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
4,Comp916004$,Comp916004,Domain001,,,,123645,0x22517a484,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120084,,,,,,,,,
2,AppService,Comp894088,Domain001,,Comp698972,NTLM,139790,0x10cd2e79,,,,,Network,3.0,,
6,User234262,Comp916004,Domain001,,,,139541,0x3e7,,,Proc811977.exe,0x165c,,,,Comp457365
6,User052432,Comp584022,Domain001,,,,119976,0x6c8abc0d,,,Proc658859.exe,0x2750,,,,Comp916004
2,Comp741868$,ActiveDirectory,Domain001,,Comp741868,NTLM,125398,0x121a11fe,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119971,,,,,,,,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140263,,,,,,,,,
1,User646128,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119786,,,,,,,,,
6,User927159,Comp894088,Domain001,,,,124801,0xe035054,,,Proc746489.exe,0x3710,,,,ActiveDirectory
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119190,,,,,,,,,
1,User856738,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120135,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125660,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,Comp197991$,ActiveDirectory,Domain001,,,,119449,0x116fb4c0,,,,,Network,3.0,,
3,User244679,Comp018286,Domain001,,Comp018286,Negotiate,123527,0x3e7,,,winlogon.exe,0x30ec,Unlock,7.0,Unknown user name or bad password.,
6,Comp533169$,Comp533169,Domain001,,,,139727,0x3e7,,,taskhost.exe,0x2f0c,,,,Comp533169
3,User285306,Comp366966,Domain001,,Comp366966,Negotiate,124664,0x3e7,,,winlogon.exe,0x2a8,Unlock,7.0,Unknown user name or bad password.,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119482,,,,,,,,,
4,Comp091493$,ActiveDirectory,Domain001,,,,119672,0x359fc1cd,,,,,Network,3.0,,
0,User301463,ActiveDirectory,Domain001,,,,125909,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120180,,,,,,,,,
2,Comp239945$,ActiveDirectory,Domain001,,Comp239945,Kerberos,123566,0x361e5e09,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125764,,,,,,,,,
0,User110856,ActiveDirectory,Domain001,,,,125848,,,,,,,,,
2,User808779,ActiveDirectory,Domain001,,Comp162472,Kerberos,123916,0x11f12555,,,,,Network,3.0,,
0,User058448,ActiveDirectory,Domain001,,,,139654,,,,,,,,,
4,AppService,EnterpriseAppServer,Domain001,,,,140158,0x771ffb5,,,,,Network,3.0,,
4,Comp799175$,ActiveDirectory,Domain001,,,,125628,0x2f7795fa,,,,,Network,3.0,,
2,Comp957163$,ActiveDirectory,Domain001,,Comp957163,Kerberos,139597,0x1a6dbdff,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,140605,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
7,Scanner,Comp306852,Domain001,,,,120172,0x156161d5,,,,,,,,
2,User992201,ActiveDirectory,Domain001,,Comp487027,Kerberos,124711,0xc0da72d,,,,,Network,3.0,,
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,119572,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
6,Administrator,Comp520997,Domain001,,,,119815,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
2,Administrator,ActiveDirectory,Domain001,,Comp520997,Kerberos,125155,0xc179a16,,,,,Network,3.0,,
7,Comp916004$,ActiveDirectory,Domain001,,,,124172,0xbf86f32,,,,,,,,
6,User927159,Comp894088,Domain001,,,,140102,0xe035054,,,Proc746489.exe,0x3710,,,,ActiveDirectory
5,User674204,Comp525429,Domain001,,,,125841,0x265a6473,,,,,,,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125896,,,,,,,,,
1,User047267,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119299,,,,,,,,,
7,User643724,Comp317953,Domain001,,,,124119,0x30c0ca6d,,,,,,,,
2,User876730,Comp479002,Domain001,,Comp013132,NTLM,139753,0xe4d166f,,,,,Network,3.0,,
2,User939155,ActiveDirectory,Domain001,,Comp657164,Kerberos,125354,0x18ea530f,,,,,Network,3.0,,
2,AppService,Comp542689,Domain001,,Comp367857,NTLM,125862,0x136eb836,,,,,Network,3.0,,
7,Scanner,Comp778643,Domain001,,,,123741,0x14aa0028,,,,,,,,
1,User017405,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124988,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,139513,0x22d7d5a01,,,,,,,,
2,Comp916004$,Comp916004,Domain001,,Comp916004,Kerberos,139770,0x22d9925ab,,,,,Network,3.0,,
7,AppService,Comp894088,Domain001,,,,123723,0xf7bb287,,,,,,,,
3,User494973,Comp731567,Domain001,,Comp731567,Kerberos,123422,0x3e7,,,Proc641217.exe,0xa0c,Network,3.0,The user has not been granted the requested logon type at this machine.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,123678,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
7,Scanner,Comp396772,Domain001,,,,120267,0x22f5a1c,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124190,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,125838,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
6,User927159,Comp581624,Domain001,,,,140413,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
4,Comp618087$,Comp081330,Domain001,,,,119460,0x30474c9b,,,,,Network,3.0,,
0,User022225,ActiveDirectory,Domain001,,,,125326,,,,,,,,,
6,User258917,Comp916004,Domain001,,,,123441,0x3e7,,,Proc811977.exe,0x165c,,,,Comp457365
4,Comp681207$,ActiveDirectory,Domain001,,,,125024,0x2f64508d,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125161,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,123332,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,User298740,ActiveDirectory,Domain001,,,,125485,0x121c73c6,,,,,Network,3.0,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125727,,,,,,,,,
2,Comp560428$,ActiveDirectory,Domain001,,Comp560428,Kerberos,123464,0xbef9cc3,,,,,Network,3.0,,
4,User140285,Comp805594,Domain001,,,,119665,0x1cb7bfbe,,,,,Network,3.0,,
1,User317369,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140152,,,,,,,,,
7,AppService,Comp894088,Domain001,,,,123524,0xf7758d4,,,,,,,,
4,User482079,ActiveDirectory,Domain001,,,,139701,0x380ab1dc,,,,,Network,3.0,,
4,Comp969191$,Comp805594,Domain001,,,,125647,0x1dc62049,,,,,Network,3.0,,
4,User378309,Comp983832,Domain001,,,,125696,0xa58b2fe3,,,,,Network,3.0,,
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119470,,,,,,,,,
6,User927159,Comp581624,Domain001,,,,140411,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
2,User441419,Comp915658,Domain001,,Comp518061,Kerberos,125805,0x1c0a266c,,,,,Network,3.0,,
4,Comp916004$,Comp916004,Domain001,,,,120302,0x1d97912aa,,,,,Network,3.0,,
2,User635421,EnterpriseAppServer,Domain001,,Comp789277,Kerberos,123349,0x24ba3c24,,,,,Network,3.0,,
4,User752554,Comp193128,Domain001,,,,120330,0x179ff0e3,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,119888,0x2260b94ad,,,,,,,,
1,Administrator,Comp947254,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125839,,,,,,,,,
0,User639353,ActiveDirectory,Domain001,,,,139905,,,,,,,,,
2,User490979,Comp658422,Domain001,,Comp562286,Kerberos,119468,0x1da6276b,,,,,Network,3.0,,
7,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,124347,0xc78ca70,,,,,,,,
7,User378309,Comp983832,Domain001,,,,120262,0xa505003a,,,,,,,,
4,AppService,Comp894088,Domain001,,,,140537,0x10db0609,,,,,Network,3.0,,
7,system,Comp515833,nt authority,,,,140457,0x3e7,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,119620,0x225f1132c,,,,,,,,
2,Comp915658$,ActiveDirectory,Domain001,,Comp915658,Kerberos,120333,0x12549375,,,,,Network,3.0,,
4,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,139740,0xdd697b2,,,,,Network,3.0,,
7,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,119206,0xc081e6a,,,,,,,,
2,Comp916004$,Comp916004,Domain001,,Comp916004,Kerberos,139710,0x22d92f42c,,,,,Network,3.0,,
4,Comp916004$,Comp916004,Domain001,,,,125364,0x4440c2b9,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,139829,0x1de07e73c,,,,,,,,
6,User855043,Comp920079,Domain001,,,,120209,0x3e7,,,winlogon.exe,0x28c,,,,Comp457365
2,User850809,Comp337732,Domain001,,Comp563964,Kerberos,125078,0x20b1ec19,,,,,Network,3.0,,
7,User452271,Comp621322,Domain001,,,,124344,0xe3fa3db4,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,123571,0x22774c26b,,,,,,,,
0,User194223,ActiveDirectory,Domain001,,,,119777,,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,140337,0x22dcecf58,,,,,,,,
4,User553125,ActiveDirectory,Domain001,,,,123359,0x2f234496,,,,,Network,3.0,,
4,User003252,Comp805594,Domain001,,,,123897,0x1d78c49f,,,,,Network,3.0,,
7,AppService,Comp698972,Domain001,,,,140383,0x1001fc60,,,,,,,,
4,Anonymous,Comp365241,nt authority,,,,123490,0x167f62aa5,,,,,Network,3.0,,
4,Comp916004$,Comp916004,Domain001,,,,119741,0x225fb3da6,,,,,Network,3.0,,
1,User102292,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,119534,,,,,,,,,
4,Comp934494$,ActiveDirectory,Domain001,,,,125184,0x18e56c0b,,,,,Network,3.0,,
6,User928796,Comp186911,Domain001,,,,125189,0x3e7,,,lsass.exe,0x2d0,,,,Comp457365
7,AppService,Comp894088,Domain001,,,,124793,0xf9265d0,,,,,,,,
4,User181289,Comp442109,Domain001,,,,125607,0x50a020e6,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,119753,0x1d949af39,,,,,,,,
0,User031567,ActiveDirectory,Domain001,,,,119133,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119035,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
1,User718930,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123594,,,,,,,,,
4,Comp457200$,Comp256596,Domain001,,,,123382,0x734ae81,,,,,Network,3.0,,
2,Comp777041$,ActiveDirectory,Domain001,,Comp777041,Kerberos,125195,0x12149bb0,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124003,,,,,,,,,
6,User435139,Comp273376,Domain001,,,,125809,0x3e7,,,winlogon.exe,0x250,,,,Comp457365
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125304,,,,,,,,,
7,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,140783,0xdec5928,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125127,,,,,,,,,
3,AppService,EnterpriseAppServer,Domain001,,EnterpriseAppServer,Negotiate,140745,0x219f7,,,Proc813133.exe,0x760,Interactive,2.0,The specified account's password has expired.,
2,User423558,EnterpriseAppServer,Domain001,,Comp705354,Kerberos,125475,0x1cfa8418,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119728,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
2,Comp916004$,Comp916004,Domain001,,Comp916004,Kerberos,124172,0x227af6f58,,,,,Network,3.0,,
1,User142039,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125387,,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120155,,,,,,,,,
3,User130316,Comp131303,Domain001,,Comp131303,Negotiate,124512,0x3e7,,,winlogon.exe,0x300,Interactive,2.0,Unknown user name or bad password.,
2,Comp380437$,ActiveDirectory,Domain001,,Comp380437,Kerberos,120265,0x35b33dd7,,,,,Network,3.0,,
4,User588703,Comp704126,Domain001,,,,119893,0x901309,,,,,Network,3.0,,
6,User927159,Comp581624,Domain001,,,,140708,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
4,Administrator,EnterpriseAppServer,Domain001,,,,125050,0x6aa78a8,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,140278,0x22dc91ace,,,,,,,,
4,User691112,ActiveDirectory,Domain001,,,,119356,0xb86b1a3,,,,,Network,3.0,,
7,Comp984563$,Comp984563,Domain001,,,,125711,0x4ceae,,,,,,,,
6,Comp609337$,Comp609337,Domain001,,,,140608,0x3e7,,,taskhost.exe,0x157d4,,,,Comp609337
1,Administrator,Comp206943,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124672,,,,,,,,,
2,User774762,Comp081330,Domain001,,Comp935791,Kerberos,119724,0x3052264e,,,,,Network,3.0,,
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,120223,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
2,Comp281493$,ActiveDirectory,Domain001,,Comp281493,Kerberos,125714,0x2f7acdb3,,,,,Network,3.0,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123309,,,,,,,,,
2,User483822,ActiveDirectory,Domain001,,Comp347377,Kerberos,140294,0x31493357,,,,,Network,3.0,,
4,Comp880850$,Comp704126,Domain001,,,,139727,0x4c955ad,,,,,Network,3.0,,
6,User927159,Comp581624,Domain001,,,,125420,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
4,Comp916004$,Comp916004,Domain001,,,,119359,0x225d67e7a,,,,,Network,3.0,,
7,ActiveDirectory$,ActiveDirectory,Domain001,,,,125609,0x2f774feb,,,,,,,,
4,Scanner,Comp439241,Domain001,,,,123947,0x171b836,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139732,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,Administrator,Comp520997,Domain001,,,,123645,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
3,User788347,Comp061992,Domain001,,Comp061992,Negotiate,123372,0x3e7,,,winlogon.exe,0x290,Interactive,2.0,Unknown user name or bad password.,
2,Comp697625$,ActiveDirectory,Domain001,,Comp697625,Kerberos,119106,0x1166c88b,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,140547,0x22de3f141,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119316,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
2,User082219,ActiveDirectory,Domain001,,Comp626347,Kerberos,140739,0x1b7ee3e9,,,,,Network,3.0,,
4,User205312,ActiveDirectory,Domain001,,,,124933,0x2f618a06,,,,,Network,3.0,,
6,User464959,Comp916004,Domain001,,,,140619,0x3e7,,,Proc811977.exe,0x1494,,,,Comp457365
1,Administrator,ActiveDirectory,Domain001,0xc0000234,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124667,,,,,,,,,
6,User022755,Comp916004,Domain001,,,,119621,0x3e7,,,Proc811977.exe,0x1a94,,,,Comp457365
2,User032663,ActiveDirectory,Domain001,,Comp224022,Kerberos,123393,0x36193e9e,,,,,Network,3.0,,
6,User721628,Comp916004,Domain001,,,,125179,0x3e7,,,Proc811977.exe,0x1494,,,,Comp457365
4,Comp916004$,Comp916004,Domain001,,,,139948,0x45419572,,,,,Network,3.0,,
2,Comp813634$,ActiveDirectory,Domain001,,Comp813634,NTLM,125466,0x18edbda5,,,,,Network,3.0,,
1,Administrator,Comp167162,Domain002,0xc0000064,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,123423,,,,,,,,,
2,User220464,Comp370444,Domain001,,Comp801034,Kerberos,125068,0x337c4cbc,,,,,Network,3.0,,
6,AppService,Comp139547,Domain001,,,,123970,0x66e66e,,,Proc653904.exe,0x14d4,,,,EnterpriseAppServer
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125128,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125868,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139971,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139692,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
7,Comp916004$,Comp916004,Domain001,,,,123594,0x22776939b,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,124866,0x227f013e8,,,,,,,,
6,User489058,Comp916004,Domain001,,,,119560,0x3e7,,,Proc811977.exe,0x15e8,,,,Comp457365
7,Scanner,Comp924597,Domain001,,,,124956,0x1d71ff0,,,,,,,,
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125105,,,,,,,,,
6,User927159,Comp581624,Domain001,,,,139511,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
1,User755013,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125869,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,123995,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
1,User869291,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125644,,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,119936,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
1,Scanner,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124005,,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,124285,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,Comp916004$,Comp916004,Domain001,,,,140275,0x4be0fc5e,,,,,Network,3.0,,
7,User643724,Comp317953,Domain001,,,,124959,0x30ca879f,,,,,,,,
4,User378309,Comp983832,Domain001,,,,119301,0xa4ed6503,,,,,Network,3.0,,
4,AppService,Comp698972,Domain001,,,,124216,0xe9e098c,,,,,Network,3.0,,
1,User490190,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,125370,,,,,,,,,
4,User304365,ActiveDirectory,Domain001,,,,139651,0x1a6e34f0,,,,,Network,3.0,,
2,Comp795900$,ActiveDirectory,Domain001,,Comp795900,Kerberos,125317,0x2f6ce45c,,,,,Network,3.0,,
4,User027067,ActiveDirectory,Domain001,,,,124399,0x3636c8d6,,,,,Network,3.0,,
6,User149417,Comp916004,Domain001,,,,124880,0x3e7,,,Proc811977.exe,0xb00,,,,Comp457365
2,User148269,ActiveDirectory,Domain001,,Comp876301,Kerberos,120066,0x117f5c43,,,,,Network,3.0,,
3,User416000,Comp243196,Domain001,,Comp243196,Negotiate,125482,0x3e7,,,winlogon.exe,0x19a8,Interactive,2.0,Unknown user name or bad password.,
2,Comp879705$,ActiveDirectory,Domain001,,Comp879705,Kerberos,125149,0x12135844,,,,,Network,3.0,,
1,User537021,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,140297,,,,,,,,,
2,Comp546675$,ActiveDirectory,Domain001,,Comp546675,Kerberos,119758,0x1245d903,,,,,Network,3.0,,
1,User022964,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,120038,,,,,,,,,
4,Comp916004$,Comp916004,Domain001,,,,125542,0x2282ee1d9,,,,,Network,3.0,,
6,User749832,Comp618669,Domain001,,,,123632,0x3e7,,,lsass.exe,0x384,,,,Comp457365
6,User582534,Comp916004,Domain001,,,,123644,0x3e7,,,Proc811977.exe,0x15e8,,,,Comp457365
6,User927159,Comp581624,Domain001,,,,124807,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
4,User086771,ActiveDirectory,Domain001,,,,139735,0x1ab66f7f,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,120227,0x2262da88b,,,,,,,,
7,Scanner,Comp439241,Domain001,,,,123975,0x172addc,,,,,,,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125051,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,125558,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,Administrator,Comp520997,Domain001,,,,123527,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
6,User318330,Comp319209,Domain001,,,,140191,0xc518c02,,,Proc084690.exe,0x1894,,,,Comp916004
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,119037,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
4,Comp916004$,Comp916004,Domain001,,,,123468,0x2276c3c6f,,,,,Network,3.0,,
3,Comp065845$,Comp065845,Domain001,,Comp065845,Kerberos,139977,0x3e7,,,Proc275807.exe,0xef8,Network,3.0,An Error occured during Logon.,
6,User927159,Comp581624,Domain001,,,,123915,0xd989a54,,,Proc746489.exe,0x3214,,,,ActiveDirectory
7,Comp916004$,Comp916004,Domain001,,,,120058,0x2261a8ad0,,,,,,,,
0,User689930,ActiveDirectory,Domain001,,,,140385,,,,,,,,,
4,User656046,Comp876177,Domain001,,,,125711,0x6ba233b6,,,,,Network,3.0,,
7,Comp916004$,Comp916004,Domain001,,,,125522,0x1db2c76eb,,,,,,,,
7,Scanner,Comp765428,Domain001,,,,125766,0x2fa776fd,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,125917,0x3c81ad31,,,,,,,,
7,Comp916004$,Comp916004,Domain001,,,,119881,0x3e8e3241,,,,,,,,
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,119518,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
0,User300622,ActiveDirectory,Domain001,,,,123855,,,,,,,,,
1,User317369,ActiveDirectory,Domain001,0x0,,MICROSOFT_AUTHENTICATION_PACKAGE_V1_0,124832,,,,,,,,,
0,User031567,ActiveDirectory,Domain001,,,,123487,,,,,,,,,
6,User149417,Comp916004,Domain001,,,,120234,0x3e7,,,Proc811977.exe,0xb00,,,,Comp457365
7,Scanner,Comp298392,Domain001,,,,125531,0x13a83db4,,,,,,,,
6,Administrator,Comp520997,Domain001,,,,119890,0x1bf3d,,,Proc152044.exe,0x598,,,,ActiveDirectory
6,User531335,Comp444892,Domain001,,,,119851,0xbe885,,,Proc084690.exe,0x295c,,,,Comp916004
6,AppService,EnterpriseAppServer,EnterpriseAppServer,,,,120221,0xd4ac47,,,Proc811977.exe,0x1888,,,,Comp457365
